Participant ID,ISO2 country code,ISO3,Power Distance,Individualism,Masculinity,Uncertainty Avoidance,Long Term Orientation,Indulgence
p8711,BR2,BRA,69,38,49,76,44,59
p8712,BR2,BRA,69,38,49,76,44,59
p8713,BR2,BRA,69,38,49,76,44,59
p8714,BR2,BRA,69,38,49,76,44,59
p8715,BR2,BRA,69,38,49,76,44,59
p8716,BR2,BRA,69,38,49,76,44,59
p8717,BR2,BRA,69,38,49,76,44,59
p8718,BR2,BRA,69,38,49,76,44,59
p8719,BR2,BRA,69,38,49,76,44,59
p8720,BR2,BRA,69,38,49,76,44,59
p8721,BR2,BRA,69,38,49,76,44,59
p8722,BR2,BRA,69,38,49,76,44,59
p8723,BR2,BRA,69,38,49,76,44,59
p8724,BR2,BRA,69,38,49,76,44,59
p8725,BR2,BRA,69,38,49,76,44,59
p8726,BR2,BRA,69,38,49,76,44,59
p8727,BR2,BRA,69,38,49,76,44,59
p8728,BR2,BRA,69,38,49,76,44,59
p8729,BR2,BRA,69,38,49,76,44,59
p8730,BR2,BRA,69,38,49,76,44,59
p8731,BR2,BRA,69,38,49,76,44,59
p8732,BR2,BRA,69,38,49,76,44,59
p8733,BR2,BRA,69,38,49,76,44,59
p8734,BR2,BRA,69,38,49,76,44,59
p8735,BR2,BRA,69,38,49,76,44,59
p8736,BR2,BRA,69,38,49,76,44,59
p8737,BR2,BRA,69,38,49,76,44,59
p8738,BR2,BRA,69,38,49,76,44,59
p8739,BR2,BRA,69,38,49,76,44,59
p8740,BR2,BRA,69,38,49,76,44,59
p8741,BR2,BRA,69,38,49,76,44,59
p8742,BR2,BRA,69,38,49,76,44,59
p8743,BR2,BRA,69,38,49,76,44,59
p8744,BR2,BRA,69,38,49,76,44,59
p8745,BR2,BRA,69,38,49,76,44,59
p8746,BR2,BRA,69,38,49,76,44,59
p8747,BR2,BRA,69,38,49,76,44,59
p8748,BR2,BRA,69,38,49,76,44,59
p8749,BR2,BRA,69,38,49,76,44,59
p8750,BR2,BRA,69,38,49,76,44,59
p8751,BR2,BRA,69,38,49,76,44,59
p8752,BR2,BRA,69,38,49,76,44,59
p8753,BR2,BRA,69,38,49,76,44,59
p8754,BR2,BRA,69,38,49,76,44,59
p8755,BR2,BRA,69,38,49,76,44,59
p8756,BR2,BRA,69,38,49,76,44,59
p8757,BR2,BRA,69,38,49,76,44,59
p8758,BR2,BRA,69,38,49,76,44,59
p8759,BR2,BRA,69,38,49,76,44,59
p8760,BR2,BRA,69,38,49,76,44,59
p8761,BR2,BRA,69,38,49,76,44,59
p8762,BR2,BRA,69,38,49,76,44,59
p27742,BR3,BRA,,,,,,
p27985,BR3,BRA,,,,,,
p28043,BR3,BRA,,,,,,
p28320,BR3,BRA,,,,,,
p29207,BR3,BRA,,,,,,
p29447,BR3,BRA,,,,,,
p8763,CAe,CAN,39,80,52,48,36,68
p8764,CAe,CAN,39,80,52,48,36,68
p8765,CAe,CAN,39,80,52,48,36,68
p8766,CAe,CAN,39,80,52,48,36,68
p8767,CAe,CAN,39,80,52,48,36,68
p8768,CAe,CAN,39,80,52,48,36,68
p8769,CAe,CAN,39,80,52,48,36,68
p8770,CAe,CAN,39,80,52,48,36,68
p8771,CAe,CAN,39,80,52,48,36,68
p8772,CAe,CAN,39,80,52,48,36,68
p8773,CAe,CAN,39,80,52,48,36,68
p8774,CAe,CAN,39,80,52,48,36,68
p8775,CAe,CAN,39,80,52,48,36,68
p8776,CAe,CAN,39,80,52,48,36,68
p8777,CAe,CAN,39,80,52,48,36,68
p8778,CAe,CAN,39,80,52,48,36,68
p8779,CAe,CAN,39,80,52,48,36,68
p8780,CAe,CAN,39,80,52,48,36,68
p8781,CAe,CAN,39,80,52,48,36,68
p8782,CAe,CAN,39,80,52,48,36,68
p8783,CAe,CAN,39,80,52,48,36,68
p8784,CAe,CAN,39,80,52,48,36,68
p8785,CAe,CAN,39,80,52,48,36,68
p8786,CAe,CAN,39,80,52,48,36,68
p8787,CAe,CAN,39,80,52,48,36,68
p8788,CAe,CAN,39,80,52,48,36,68
p8789,CAe,CAN,39,80,52,48,36,68
p8790,CAe,CAN,39,80,52,48,36,68
p8791,CAe,CAN,39,80,52,48,36,68
p8792,CAe,CAN,39,80,52,48,36,68
p8793,CAe,CAN,39,80,52,48,36,68
p8794,CAe,CAN,39,80,52,48,36,68
p8795,CAe,CAN,39,80,52,48,36,68
p8796,CAe,CAN,39,80,52,48,36,68
p8797,CAe,CAN,39,80,52,48,36,68
p8798,CAe,CAN,39,80,52,48,36,68
p8799,CAe,CAN,39,80,52,48,36,68
p8800,CAe,CAN,39,80,52,48,36,68
p8801,CAe,CAN,39,80,52,48,36,68
p8802,CAe,CAN,39,80,52,48,36,68
p8803,CAe,CAN,39,80,52,48,36,68
p8804,CAe,CAN,39,80,52,48,36,68
p8805,CAe,CAN,39,80,52,48,36,68
p8806,CAe,CAN,39,80,52,48,36,68
p8807,CAe,CAN,39,80,52,48,36,68
p8808,CAe,CAN,39,80,52,48,36,68
p8809,CAe,CAN,39,80,52,48,36,68
p8810,CAe,CAN,39,80,52,48,36,68
p8811,CAe,CAN,39,80,52,48,36,68
p8812,CAe,CAN,39,80,52,48,36,68
p8813,CAe,CAN,39,80,52,48,36,68
p8814,CAe,CAN,39,80,52,48,36,68
p8815,CAe,CAN,39,80,52,48,36,68
p8816,CAe,CAN,39,80,52,48,36,68
p8817,CAe,CAN,39,80,52,48,36,68
p8818,CAe,CAN,39,80,52,48,36,68
p8819,CAe,CAN,39,80,52,48,36,68
p8820,CAe,CAN,39,80,52,48,36,68
p8821,CAe,CAN,39,80,52,48,36,68
p8822,CAe,CAN,39,80,52,48,36,68
p8823,CAe,CAN,39,80,52,48,36,68
p8824,CAe,CAN,39,80,52,48,36,68
p8825,CAe,CAN,39,80,52,48,36,68
p8826,CAe,CAN,39,80,52,48,36,68
p8827,CAe,CAN,39,80,52,48,36,68
p8828,CAe,CAN,39,80,52,48,36,68
p8829,CAe,CAN,39,80,52,48,36,68
p8830,CAe,CAN,39,80,52,48,36,68
p8831,CAe,CAN,39,80,52,48,36,68
p8832,CAe,CAN,39,80,52,48,36,68
p8833,CAe,CAN,39,80,52,48,36,68
p8834,CAe,CAN,39,80,52,48,36,68
p8835,CAe,CAN,39,80,52,48,36,68
p8836,CAe,CAN,39,80,52,48,36,68
p8837,CAe,CAN,39,80,52,48,36,68
p8838,CAe,CAN,39,80,52,48,36,68
p8839,CAe,CAN,39,80,52,48,36,68
p8840,CAe,CAN,39,80,52,48,36,68
p8841,CAe,CAN,39,80,52,48,36,68
p8842,CAe,CAN,39,80,52,48,36,68
p8843,CAe,CAN,39,80,52,48,36,68
p8844,CAe,CAN,39,80,52,48,36,68
p8845,CAe,CAN,39,80,52,48,36,68
p8846,CAe,CAN,39,80,52,48,36,68
p8847,CAe,CAN,39,80,52,48,36,68
p8848,CAe,CAN,39,80,52,48,36,68
p8849,CAe,CAN,39,80,52,48,36,68
p8850,CAe,CAN,39,80,52,48,36,68
p8851,CAe,CAN,39,80,52,48,36,68
p8852,CAe,CAN,39,80,52,48,36,68
p8853,CAe,CAN,39,80,52,48,36,68
p8854,CAe,CAN,39,80,52,48,36,68
p8855,CAe,CAN,39,80,52,48,36,68
p8856,CAe,CAN,39,80,52,48,36,68
p8857,CAe,CAN,39,80,52,48,36,68
p8858,CAe,CAN,39,80,52,48,36,68
p8859,CAe,CAN,39,80,52,48,36,68
p8860,CAe,CAN,39,80,52,48,36,68
p8861,CAe,CAN,39,80,52,48,36,68
p8862,CAe,CAN,39,80,52,48,36,68
p8863,CAe,CAN,39,80,52,48,36,68
p8864,CAe,CAN,39,80,52,48,36,68
p8865,CAe,CAN,39,80,52,48,36,68
p8866,CAe,CAN,39,80,52,48,36,68
p8867,CAe,CAN,39,80,52,48,36,68
p8868,CAe,CAN,39,80,52,48,36,68
p8869,CAe,CAN,39,80,52,48,36,68
p8870,CAe,CAN,39,80,52,48,36,68
p8871,CAe,CAN,39,80,52,48,36,68
p8872,CAe,CAN,39,80,52,48,36,68
p8873,CAe,CAN,39,80,52,48,36,68
p8874,CAe,CAN,39,80,52,48,36,68
p8875,CAe,CAN,39,80,52,48,36,68
p8876,CAe,CAN,39,80,52,48,36,68
p8877,CAe,CAN,39,80,52,48,36,68
p8878,CAe,CAN,39,80,52,48,36,68
p8879,CAe,CAN,39,80,52,48,36,68
p8880,CAe,CAN,39,80,52,48,36,68
p8881,CAe,CAN,39,80,52,48,36,68
p8882,CAe,CAN,39,80,52,48,36,68
p8883,CAe,CAN,39,80,52,48,36,68
p8884,CAe,CAN,39,80,52,48,36,68
p8885,CAe,CAN,39,80,52,48,36,68
p8886,CAe,CAN,39,80,52,48,36,68
p8887,CAe,CAN,39,80,52,48,36,68
p8888,CAe,CAN,39,80,52,48,36,68
p8889,CAe,CAN,39,80,52,48,36,68
p8890,CAe,CAN,39,80,52,48,36,68
p8891,CAe,CAN,39,80,52,48,36,68
p8892,CAe,CAN,39,80,52,48,36,68
p8893,CAe,CAN,39,80,52,48,36,68
p8894,CAe,CAN,39,80,52,48,36,68
p8895,CAe,CAN,39,80,52,48,36,68
p8896,CAe,CAN,39,80,52,48,36,68
p8897,CAe,CAN,39,80,52,48,36,68
p8898,CAe,CAN,39,80,52,48,36,68
p8899,CAe,CAN,39,80,52,48,36,68
p8900,CAe,CAN,39,80,52,48,36,68
p8901,CAe,CAN,39,80,52,48,36,68
p8902,CAe,CAN,39,80,52,48,36,68
p8903,CAe,CAN,39,80,52,48,36,68
p8904,CAe,CAN,39,80,52,48,36,68
p8905,CAe,CAN,39,80,52,48,36,68
p8906,CAe,CAN,39,80,52,48,36,68
p8907,CAe,CAN,39,80,52,48,36,68
p8908,CAe,CAN,39,80,52,48,36,68
p8909,CAe,CAN,39,80,52,48,36,68
p8910,CAe,CAN,39,80,52,48,36,68
p8911,CAe,CAN,39,80,52,48,36,68
p8912,CAe,CAN,39,80,52,48,36,68
p8913,CAe,CAN,39,80,52,48,36,68
p8914,CAe,CAN,39,80,52,48,36,68
p8915,CAe,CAN,39,80,52,48,36,68
p8916,CAe,CAN,39,80,52,48,36,68
p8917,CAe,CAN,39,80,52,48,36,68
p8918,CAe,CAN,39,80,52,48,36,68
p8919,CAe,CAN,39,80,52,48,36,68
p8920,CAe,CAN,39,80,52,48,36,68
p8921,CAe,CAN,39,80,52,48,36,68
p8922,CAe,CAN,39,80,52,48,36,68
p8923,CAe,CAN,39,80,52,48,36,68
p8924,CAe,CAN,39,80,52,48,36,68
p8925,CAe,CAN,39,80,52,48,36,68
p8926,CAe,CAN,39,80,52,48,36,68
p8927,CAe,CAN,39,80,52,48,36,68
p8928,CAe,CAN,39,80,52,48,36,68
p8929,CAe,CAN,39,80,52,48,36,68
p8930,CAe,CAN,39,80,52,48,36,68
p8931,CAe,CAN,39,80,52,48,36,68
p8932,CAe,CAN,39,80,52,48,36,68
p8933,CAe,CAN,39,80,52,48,36,68
p8934,CAe,CAN,39,80,52,48,36,68
p8935,CAe,CAN,39,80,52,48,36,68
p8936,CAe,CAN,39,80,52,48,36,68
p8937,CAe,CAN,39,80,52,48,36,68
p8938,CAe,CAN,39,80,52,48,36,68
p8939,CAe,CAN,39,80,52,48,36,68
p8940,CAe,CAN,39,80,52,48,36,68
p8941,CAe,CAN,39,80,52,48,36,68
p8942,CAe,CAN,39,80,52,48,36,68
p8943,CAe,CAN,39,80,52,48,36,68
p8944,CAe,CAN,39,80,52,48,36,68
p8945,CAe,CAN,39,80,52,48,36,68
p8946,CAe,CAN,39,80,52,48,36,68
p8947,CAe,CAN,39,80,52,48,36,68
p8948,CAe,CAN,39,80,52,48,36,68
p8949,CAe,CAN,39,80,52,48,36,68
p8950,CAe,CAN,39,80,52,48,36,68
p8951,CAe,CAN,39,80,52,48,36,68
p8952,CAe,CAN,39,80,52,48,36,68
p8953,CAe,CAN,39,80,52,48,36,68
p8954,CAe,CAN,39,80,52,48,36,68
p8955,CAe,CAN,39,80,52,48,36,68
p8956,CAe,CAN,39,80,52,48,36,68
p8957,CAe,CAN,39,80,52,48,36,68
p8958,CAe,CAN,39,80,52,48,36,68
p8959,CAe,CAN,39,80,52,48,36,68
p8960,CAe,CAN,39,80,52,48,36,68
p8961,CAe,CAN,39,80,52,48,36,68
p8962,CAe,CAN,39,80,52,48,36,68
p8963,CAe,CAN,39,80,52,48,36,68
p8964,CAe,CAN,39,80,52,48,36,68
p8965,CAe,CAN,39,80,52,48,36,68
p8966,CAe,CAN,39,80,52,48,36,68
p8967,CAe,CAN,39,80,52,48,36,68
p8968,CAe,CAN,39,80,52,48,36,68
p8969,CAe,CAN,39,80,52,48,36,68
p8970,CAe,CAN,39,80,52,48,36,68
p8971,CAe,CAN,39,80,52,48,36,68
p8972,CAe,CAN,39,80,52,48,36,68
p8973,CAe,CAN,39,80,52,48,36,68
p8974,CAe,CAN,39,80,52,48,36,68
p8975,CAe,CAN,39,80,52,48,36,68
p8976,CAe,CAN,39,80,52,48,36,68
p8977,CAe,CAN,39,80,52,48,36,68
p8978,CAe,CAN,39,80,52,48,36,68
p8979,CAe,CAN,39,80,52,48,36,68
p8980,CAe,CAN,39,80,52,48,36,68
p8981,CAe,CAN,39,80,52,48,36,68
p8982,CAe,CAN,39,80,52,48,36,68
p8983,CAe,CAN,39,80,52,48,36,68
p8984,CAe,CAN,39,80,52,48,36,68
p8985,CAe,CAN,39,80,52,48,36,68
p8986,CAe,CAN,39,80,52,48,36,68
p8987,CAe,CAN,39,80,52,48,36,68
p8988,CAe,CAN,39,80,52,48,36,68
p8989,CAe,CAN,39,80,52,48,36,68
p8990,CAe,CAN,39,80,52,48,36,68
p8991,CAe,CAN,39,80,52,48,36,68
p8992,CAe,CAN,39,80,52,48,36,68
p8993,CAe,CAN,39,80,52,48,36,68
p8994,CAe,CAN,39,80,52,48,36,68
p8995,CAe,CAN,39,80,52,48,36,68
p8996,CAe,CAN,39,80,52,48,36,68
p8997,CAe,CAN,39,80,52,48,36,68
p8998,CAe,CAN,39,80,52,48,36,68
p8999,CAe,CAN,39,80,52,48,36,68
p9000,CAe,CAN,39,80,52,48,36,68
p9001,CAe,CAN,39,80,52,48,36,68
p9002,CAe,CAN,39,80,52,48,36,68
p9003,CAe,CAN,39,80,52,48,36,68
p9004,CAe,CAN,39,80,52,48,36,68
p9005,CAe,CAN,39,80,52,48,36,68
p9006,CAe,CAN,39,80,52,48,36,68
p9007,CAe,CAN,39,80,52,48,36,68
p9008,CAe,CAN,39,80,52,48,36,68
p9009,CAe,CAN,39,80,52,48,36,68
p9010,CAe,CAN,39,80,52,48,36,68
p9011,CAe,CAN,39,80,52,48,36,68
p9012,CAe,CAN,39,80,52,48,36,68
p9013,CAe,CAN,39,80,52,48,36,68
p9014,CAe,CAN,39,80,52,48,36,68
p9015,CAe,CAN,39,80,52,48,36,68
p9016,CAe,CAN,39,80,52,48,36,68
p9017,CAe,CAN,39,80,52,48,36,68
p9018,CAe,CAN,39,80,52,48,36,68
p9019,CAe,CAN,39,80,52,48,36,68
p9020,CAe,CAN,39,80,52,48,36,68
p9021,CAe,CAN,39,80,52,48,36,68
p9022,CAe,CAN,39,80,52,48,36,68
p9023,CAe,CAN,39,80,52,48,36,68
p9024,CAe,CAN,39,80,52,48,36,68
p9025,CAe,CAN,39,80,52,48,36,68
p9026,CAe,CAN,39,80,52,48,36,68
p9027,CAe,CAN,39,80,52,48,36,68
p9028,CAe,CAN,39,80,52,48,36,68
p9029,CAe,CAN,39,80,52,48,36,68
p9030,CAe,CAN,39,80,52,48,36,68
p9031,CAe,CAN,39,80,52,48,36,68
p9032,CAe,CAN,39,80,52,48,36,68
p9033,CAe,CAN,39,80,52,48,36,68
p9034,CAe,CAN,39,80,52,48,36,68
p9035,CAe,CAN,39,80,52,48,36,68
p9036,CAe,CAN,39,80,52,48,36,68
p9037,CAe,CAN,39,80,52,48,36,68
p9038,CAe,CAN,39,80,52,48,36,68
p9039,CAe,CAN,39,80,52,48,36,68
p9040,CAe,CAN,39,80,52,48,36,68
p9041,CAe,CAN,39,80,52,48,36,68
p9042,CAe,CAN,39,80,52,48,36,68
p9043,CAe,CAN,39,80,52,48,36,68
p9044,CAe,CAN,39,80,52,48,36,68
p9045,CAe,CAN,39,80,52,48,36,68
p9046,CAe,CAN,39,80,52,48,36,68
p9047,CAe,CAN,39,80,52,48,36,68
p9048,CAe,CAN,39,80,52,48,36,68
p9049,CAe,CAN,39,80,52,48,36,68
p9050,CAe,CAN,39,80,52,48,36,68
p9051,CAe,CAN,39,80,52,48,36,68
p9052,CAe,CAN,39,80,52,48,36,68
p9053,CAe,CAN,39,80,52,48,36,68
p9054,CAe,CAN,39,80,52,48,36,68
p9055,CAe,CAN,39,80,52,48,36,68
p9056,CAe,CAN,39,80,52,48,36,68
p9057,CAe,CAN,39,80,52,48,36,68
p9058,CAe,CAN,39,80,52,48,36,68
p9059,CAe,CAN,39,80,52,48,36,68
p9060,CAe,CAN,39,80,52,48,36,68
p9061,CAe,CAN,39,80,52,48,36,68
p9062,CAe,CAN,39,80,52,48,36,68
p9063,CAe,CAN,39,80,52,48,36,68
p9064,CAe,CAN,39,80,52,48,36,68
p9065,CAe,CAN,39,80,52,48,36,68
p9066,CAe,CAN,39,80,52,48,36,68
p9067,CAe,CAN,39,80,52,48,36,68
p9068,CAe,CAN,39,80,52,48,36,68
p9069,CAe,CAN,39,80,52,48,36,68
p9070,CAe,CAN,39,80,52,48,36,68
p9071,CAe,CAN,39,80,52,48,36,68
p9072,CAe,CAN,39,80,52,48,36,68
p9073,CAe,CAN,39,80,52,48,36,68
p9074,CAe,CAN,39,80,52,48,36,68
p9075,CAe,CAN,39,80,52,48,36,68
p9076,CAe,CAN,39,80,52,48,36,68
p9077,CAe,CAN,39,80,52,48,36,68
p9078,CAe,CAN,39,80,52,48,36,68
p9079,CAe,CAN,39,80,52,48,36,68
p9080,CAe,CAN,39,80,52,48,36,68
p9081,CAe,CAN,39,80,52,48,36,68
p9082,CAe,CAN,39,80,52,48,36,68
p9083,CAe,CAN,39,80,52,48,36,68
p9084,CAe,CAN,39,80,52,48,36,68
p9085,CAe,CAN,39,80,52,48,36,68
p9086,CAe,CAN,39,80,52,48,36,68
p9087,CAe,CAN,39,80,52,48,36,68
p9088,CAe,CAN,39,80,52,48,36,68
p9089,CAe,CAN,39,80,52,48,36,68
p9090,CAe,CAN,39,80,52,48,36,68
p9091,CAe,CAN,39,80,52,48,36,68
p9092,CAe,CAN,39,80,52,48,36,68
p9093,CAe,CAN,39,80,52,48,36,68
p9094,CAe,CAN,39,80,52,48,36,68
p9095,CAe,CAN,39,80,52,48,36,68
p9096,CAe,CAN,39,80,52,48,36,68
p9097,CAe,CAN,39,80,52,48,36,68
p9098,CAe,CAN,39,80,52,48,36,68
p9099,CAe,CAN,39,80,52,48,36,68
p9100,CAe,CAN,39,80,52,48,36,68
p9101,CAe,CAN,39,80,52,48,36,68
p9102,CAe,CAN,39,80,52,48,36,68
p9103,CAe,CAN,39,80,52,48,36,68
p9104,CAe,CAN,39,80,52,48,36,68
p9105,CAe,CAN,39,80,52,48,36,68
p9106,CAe,CAN,39,80,52,48,36,68
p9107,CAe,CAN,39,80,52,48,36,68
p9108,CAe,CAN,39,80,52,48,36,68
p9109,CAe,CAN,39,80,52,48,36,68
p9110,CAe,CAN,39,80,52,48,36,68
p9111,CAe,CAN,39,80,52,48,36,68
p9112,CAe,CAN,39,80,52,48,36,68
p9113,CAe,CAN,39,80,52,48,36,68
p9114,CAe,CAN,39,80,52,48,36,68
p9115,CAe,CAN,39,80,52,48,36,68
p9116,CAe,CAN,39,80,52,48,36,68
p9117,CAe,CAN,39,80,52,48,36,68
p9118,CAe,CAN,39,80,52,48,36,68
p9119,CAe,CAN,39,80,52,48,36,68
p9120,CAe,CAN,39,80,52,48,36,68
p9121,CAe,CAN,39,80,52,48,36,68
p9122,CAe,CAN,39,80,52,48,36,68
p9123,CAe,CAN,39,80,52,48,36,68
p9124,CAe,CAN,39,80,52,48,36,68
p9125,CAe,CAN,39,80,52,48,36,68
p9126,CAe,CAN,39,80,52,48,36,68
p9127,CAe,CAN,39,80,52,48,36,68
p9128,CAe,CAN,39,80,52,48,36,68
p9129,CAe,CAN,39,80,52,48,36,68
p9130,CAe,CAN,39,80,52,48,36,68
p9131,CAe,CAN,39,80,52,48,36,68
p9132,CAe,CAN,39,80,52,48,36,68
p9133,CAe,CAN,39,80,52,48,36,68
p9134,CAe,CAN,39,80,52,48,36,68
p9135,CAe,CAN,39,80,52,48,36,68
p9136,CAe,CAN,39,80,52,48,36,68
p9137,CAe,CAN,39,80,52,48,36,68
p9138,CAe,CAN,39,80,52,48,36,68
p9139,CAe,CAN,39,80,52,48,36,68
p9140,CAe,CAN,39,80,52,48,36,68
p9141,CAe,CAN,39,80,52,48,36,68
p9142,CAe,CAN,39,80,52,48,36,68
p9143,CAe,CAN,39,80,52,48,36,68
p9144,CAe,CAN,39,80,52,48,36,68
p9145,CAe,CAN,39,80,52,48,36,68
p9146,CAe,CAN,39,80,52,48,36,68
p9147,CAe,CAN,39,80,52,48,36,68
p9148,CAe,CAN,39,80,52,48,36,68
p9149,CAe,CAN,39,80,52,48,36,68
p9150,CAe,CAN,39,80,52,48,36,68
p9151,CAe,CAN,39,80,52,48,36,68
p9152,CAe,CAN,39,80,52,48,36,68
p9153,CAe,CAN,39,80,52,48,36,68
p9154,CAe,CAN,39,80,52,48,36,68
p9155,CAe,CAN,39,80,52,48,36,68
p9156,CAe,CAN,39,80,52,48,36,68
p9157,CAe,CAN,39,80,52,48,36,68
p9158,CAe,CAN,39,80,52,48,36,68
p9159,CAe,CAN,39,80,52,48,36,68
p9160,CAe,CAN,39,80,52,48,36,68
p9161,CAe,CAN,39,80,52,48,36,68
p9162,CAe,CAN,39,80,52,48,36,68
p9163,CAe,CAN,39,80,52,48,36,68
p9164,CAe,CAN,39,80,52,48,36,68
p9165,CAe,CAN,39,80,52,48,36,68
p9166,CAe,CAN,39,80,52,48,36,68
p9167,CAe,CAN,39,80,52,48,36,68
p9168,CAe,CAN,39,80,52,48,36,68
p9169,CAe,CAN,39,80,52,48,36,68
p9170,CAe,CAN,39,80,52,48,36,68
p9171,CAe,CAN,39,80,52,48,36,68
p9172,CAe,CAN,39,80,52,48,36,68
p9173,CAe,CAN,39,80,52,48,36,68
p9174,CAe,CAN,39,80,52,48,36,68
p9175,CAe,CAN,39,80,52,48,36,68
p9176,CAe,CAN,39,80,52,48,36,68
p9177,CAe,CAN,39,80,52,48,36,68
p9178,CAe,CAN,39,80,52,48,36,68
p9179,CAe,CAN,39,80,52,48,36,68
p9180,CAe,CAN,39,80,52,48,36,68
p9181,CAe,CAN,39,80,52,48,36,68
p9182,CAe,CAN,39,80,52,48,36,68
p9183,CAe,CAN,39,80,52,48,36,68
p9184,CAe,CAN,39,80,52,48,36,68
p9185,CAe,CAN,39,80,52,48,36,68
p9186,CAe,CAN,39,80,52,48,36,68
p9187,CAe,CAN,39,80,52,48,36,68
p9188,CAe,CAN,39,80,52,48,36,68
p9189,CAe,CAN,39,80,52,48,36,68
p9190,CAe,CAN,39,80,52,48,36,68
p9191,CAe,CAN,39,80,52,48,36,68
p9192,CAe,CAN,39,80,52,48,36,68
p9193,CAe,CAN,39,80,52,48,36,68
p9194,CAe,CAN,39,80,52,48,36,68
p9195,CAe,CAN,39,80,52,48,36,68
p9196,CAe,CAN,39,80,52,48,36,68
p9197,CAe,CAN,39,80,52,48,36,68
p9198,CAe,CAN,39,80,52,48,36,68
p9199,CAe,CAN,39,80,52,48,36,68
p9200,CAe,CAN,39,80,52,48,36,68
p9201,CAe,CAN,39,80,52,48,36,68
p9202,CAe,CAN,39,80,52,48,36,68
p9203,CAe,CAN,39,80,52,48,36,68
p9204,CAe,CAN,39,80,52,48,36,68
p9205,CAe,CAN,39,80,52,48,36,68
p9206,CAe,CAN,39,80,52,48,36,68
p9207,CAe,CAN,39,80,52,48,36,68
p9208,CAe,CAN,39,80,52,48,36,68
p9209,CAe,CAN,39,80,52,48,36,68
p9210,CAe,CAN,39,80,52,48,36,68
p9211,CAe,CAN,39,80,52,48,36,68
p9212,CAe,CAN,39,80,52,48,36,68
p9213,CAe,CAN,39,80,52,48,36,68
p9214,CAe,CAN,39,80,52,48,36,68
p9215,CAe,CAN,39,80,52,48,36,68
p9216,CAe,CAN,39,80,52,48,36,68
p9217,CAe,CAN,39,80,52,48,36,68
p9218,CAe,CAN,39,80,52,48,36,68
p9219,CAe,CAN,39,80,52,48,36,68
p9220,CAe,CAN,39,80,52,48,36,68
p9221,CAe,CAN,39,80,52,48,36,68
p9222,CAe,CAN,39,80,52,48,36,68
p9223,CAe,CAN,39,80,52,48,36,68
p9224,CAe,CAN,39,80,52,48,36,68
p9225,CAe,CAN,39,80,52,48,36,68
p9226,CAe,CAN,39,80,52,48,36,68
p9227,CAe,CAN,39,80,52,48,36,68
p9228,CAe,CAN,39,80,52,48,36,68
p9229,CAe,CAN,39,80,52,48,36,68
p9230,CAe,CAN,39,80,52,48,36,68
p9231,CAe,CAN,39,80,52,48,36,68
p9232,CAe,CAN,39,80,52,48,36,68
p9233,CAe,CAN,39,80,52,48,36,68
p9234,CAe,CAN,39,80,52,48,36,68
p9235,CAe,CAN,39,80,52,48,36,68
p9236,CAe,CAN,39,80,52,48,36,68
p9237,CAe,CAN,39,80,52,48,36,68
p9238,CAe,CAN,39,80,52,48,36,68
p9239,CAe,CAN,39,80,52,48,36,68
p9240,CAe,CAN,39,80,52,48,36,68
p9241,CAe,CAN,39,80,52,48,36,68
p9242,CAe,CAN,39,80,52,48,36,68
p9243,CAe,CAN,39,80,52,48,36,68
p9244,CAe,CAN,39,80,52,48,36,68
p9245,CAe,CAN,39,80,52,48,36,68
p9246,CAe,CAN,39,80,52,48,36,68
p9247,CAe,CAN,39,80,52,48,36,68
p9248,CAe,CAN,39,80,52,48,36,68
p9249,CAe,CAN,39,80,52,48,36,68
p9250,CAe,CAN,39,80,52,48,36,68
p9251,CAe,CAN,39,80,52,48,36,68
p9252,CAe,CAN,39,80,52,48,36,68
p9253,CAe,CAN,39,80,52,48,36,68
p9254,CAe,CAN,39,80,52,48,36,68
p9255,CAe,CAN,39,80,52,48,36,68
p9256,CAe,CAN,39,80,52,48,36,68
p9257,CAe,CAN,39,80,52,48,36,68
p9258,CAe,CAN,39,80,52,48,36,68
p9259,CAe,CAN,39,80,52,48,36,68
p9260,CAe,CAN,39,80,52,48,36,68
p9261,CAe,CAN,39,80,52,48,36,68
p9262,CAe,CAN,39,80,52,48,36,68
p9263,CAe,CAN,39,80,52,48,36,68
p9264,CAe,CAN,39,80,52,48,36,68
p9265,CAe,CAN,39,80,52,48,36,68
p9266,CAe,CAN,39,80,52,48,36,68
p9267,CAe,CAN,39,80,52,48,36,68
p9268,CAe,CAN,39,80,52,48,36,68
p9269,CAe,CAN,39,80,52,48,36,68
p9270,CAe,CAN,39,80,52,48,36,68
p9271,CAe,CAN,39,80,52,48,36,68
p9272,CAe,CAN,39,80,52,48,36,68
p9273,CAe,CAN,39,80,52,48,36,68
p9274,CAe,CAN,39,80,52,48,36,68
p9275,CAe,CAN,39,80,52,48,36,68
p9276,CAe,CAN,39,80,52,48,36,68
p9277,CAe,CAN,39,80,52,48,36,68
p9278,CAe,CAN,39,80,52,48,36,68
p9279,CAe,CAN,39,80,52,48,36,68
p9280,CAe,CAN,39,80,52,48,36,68
p9281,CAe,CAN,39,80,52,48,36,68
p9282,CAe,CAN,39,80,52,48,36,68
p9283,CAe,CAN,39,80,52,48,36,68
p9284,CAe,CAN,39,80,52,48,36,68
p9285,CAe,CAN,39,80,52,48,36,68
p9286,CAe,CAN,39,80,52,48,36,68
